report,title,statement,item,n,v1,v2,v3,v4,line
2018年报,2018年年度报告,BS,未分配利润,2,"1,252,712,484.08","907,284,903.15",,,"未分配利润 七、51 1,252,712,484.08 907,284,903.15"
2018年报,2018年年度报告,BS,归属于母公司所有者权益合计,2,"4,368,407,697.27","4,022,084,042.23",,,"归属于母公司所有者权益合计 4,368,407,697.27 4,022,084,042.23"
2018年报,2018年年度报告,BS,少数股东权益,2,"961,321.58","3,108,297.91",,,"少数股东权益 961,321.58 3,108,297.91"
2018年报,2018年年度报告,BS,所有者权益（或股东权益）合计,2,"4,369,369,018.85","4,025,192,340.14",,,"所有者权益（或股东权益）合计 4,369,369,018.85 4,025,192,340.14"
2018年报,2018年年度报告,BS,负债和所有者权益（或股东权益）总计,2,"7,248,518,403.28","6,458,244,884.46",,,"负债和所有者权益（或股东权益）总计 7,248,518,403.28 6,458,244,884.46"
2018年报,2018年年度报告,IS,营业总收入,2,"5,074,067,280.91","4,255,416,130.08",,,"一、营业总收入 5,074,067,280.91 4,255,416,130.08"
2018年报,2018年年度报告,IS,其中：营业收入,2,"5,074,067,280.91","4,255,416,130.08",,,"其中：营业收入 七、52 5,074,067,280.91 4,255,416,130.08"
2018年报,2018年年度报告,IS,营业总成本,2,"4,465,331,834.97","3,794,620,019.02",,,"二、营业总成本 4,465,331,834.97 3,794,620,019.02"
2018年报,2018年年度报告,IS,其中：营业成本,2,"3,929,541,398.72","3,337,523,172.62",,,"其中：营业成本 七、52 3,929,541,398.72 3,337,523,172.62"
2018年报,2018年年度报告,IS,税金及附加,2,"33,413,763.14","29,106,426.91",,,"税金及附加 七、53 33,413,763.14 29,106,426.91"
2018年报,2018年年度报告,IS,销售费用,2,"144,824,533.41","125,720,722.03",,,"销售费用 七、54 144,824,533.41 125,720,722.03"
2018年报,2018年年度报告,IS,管理费用,2,"130,929,411.83","109,320,353.74",,,"管理费用 七、55 130,929,411.83 109,320,353.74"
2018年报,2018年年度报告,IS,研发费用,2,"180,581,770.71","179,308,247.93",,,"研发费用 七、56 180,581,770.71 179,308,247.93"
2018年报,2018年年度报告,IS,财务费用,2,"1,679,563.49","7,063,390.97",,,"财务费用 七、57 1,679,563.49 7,063,390.97"
2018年报,2018年年度报告,IS,其中：利息费用,2,"17,326,785.79","12,980,630.57",,,"其中：利息费用 17,326,785.79 12,980,630.57"
2018年报,2018年年度报告,IS,利息收入,2,"15,942,882.92","7,434,962.03",,,"利息收入 15,942,882.92 7,434,962.03"
2018年报,2018年年度报告,IS,资产减值损失,2,"44,361,393.67","6,577,704.82",,,"资产减值损失 七、58 44,361,393.67 6,577,704.82"
2018年报,2018年年度报告,IS,加：其他收益,2,"13,245,368.96","9,656,897.13",,,"加：其他收益 七、59 13,245,368.96 9,656,897.13"
2018年报,2018年年度报告,IS,投资收益（损失以“－”号填列）,2,"97,689,531.77","86,443,428.57",,,"投资收益（损失以“－”号填列） 七、60 97,689,531.77 86,443,428.57"
2018年报,2018年年度报告,IS,资产处置收益（损失以“－”号填列）,2,"-1,870,851.31","673,173.16",,,"资产处置收益（损失以“－”号填列） 七、62 -1,870,851.31 673,173.16"
2018年报,2018年年度报告,IS,营业利润（亏损以“－”号填列）,2,"717,799,495.36","557,569,609.92",,,"三、营业利润（亏损以“－”号填列） 717,799,495.36 557,569,609.92"
2018年报,2018年年度报告,IS,加：营业外收入,2,"1,755,062.69","2,642,428.80",,,"加：营业外收入 七、63 1,755,062.69 2,642,428.80"
2018年报,2018年年度报告,IS,减：营业外支出,2,"3,660,574.29","1,939,870.95",,,"减：营业外支出 七、64 3,660,574.29 1,939,870.95"
2018年报,2018年年度报告,IS,利润总额（亏损总额以“－”号填列）,2,"715,893,983.76","558,272,167.77",,,"四、利润总额（亏损总额以“－”号填列） 715,893,983.76 558,272,167.77"
2018年报,2018年年度报告,IS,减：所得税费用,2,"107,623,766.37","89,269,023.53",,,"减：所得税费用 七、65 107,623,766.37 89,269,023.53"
2018年报,2018年年度报告,IS,净利润（净亏损以“－”号填列）,2,"608,270,217.39","469,003,144.24",,,"五、净利润（净亏损以“－”号填列） 608,270,217.39 469,003,144.24"
2018年报,2018年年度报告,IS,持续经营净利润（净亏损以“－”号填列）,2,"608,270,217.39","469,003,144.24",,,"1.持续经营净利润（净亏损以“－”号填列） 608,270,217.39 469,003,144.24"
2018年报,2018年年度报告,IS,归属于母公司股东的净利润,2,"610,536,603.65","469,975,753.40",,,"1.归属于母公司股东的净利润 610,536,603.65 469,975,753.40"
2018年报,2018年年度报告,IS,少数股东损益,2,"-2,266,386.26","-972,609.16",,,"2.少数股东损益 -2,266,386.26 -972,609.16"
2018年报,2018年年度报告,IS,其他综合收益的税后净额,2,"1,015,484.04","1,920,890.76",,,"六、其他综合收益的税后净额 1,015,484.04 1,920,890.76"
2018年报,2018年年度报告,IS,归属母公司所有者的其他综合收益的税后净额,2,"896,074.11","1,572,267.95",,,"归属母公司所有者的其他综合收益的税后净额 896,074.11 1,572,267.95"
2018年报,2018年年度报告,IS,将重分类进损益的其他综合收益,2,"896,074.11","1,572,267.95",,,"（二）将重分类进损益的其他综合收益 896,074.11 1,572,267.95"
2018年报,2018年年度报告,IS,外币财务报表折算差额,2,"896,074.11","1,572,267.95",,,"5.外币财务报表折算差额 896,074.11 1,572,267.95"
2018年报,2018年年度报告,IS,归属于少数股东的其他综合收益的税后净额,2,"119,409.93","348,622.81",,,"归属于少数股东的其他综合收益的税后净额 119,409.93 348,622.81"
2018年报,2018年年度报告,IS,综合收益总额,2,"609,285,701.43","470,924,035.00",,,"七、综合收益总额 609,285,701.43 470,924,035.00"
2018年报,2018年年度报告,IS,归属于母公司所有者的综合收益总额,2,"611,432,677.76","471,548,021.35",,,"归属于母公司所有者的综合收益总额 611,432,677.76 471,548,021.35"
2018年报,2018年年度报告,IS,归属于少数股东的综合收益总额,2,"-2,146,976.33","-623,986.35",,,"归属于少数股东的综合收益总额 -2,146,976.33 -623,986.35"
2018年报,2018年年度报告,IS,基本每股收益(元/股),2,2.2108,1.7019,,,（一）基本每股收益(元/股) 2.2108 1.7019
2018年报,2018年年度报告,IS,稀释每股收益(元/股),2,2.2108,1.7019,,,（二）稀释每股收益(元/股) 2.2108 1.7019
2018年报,2018年年度报告,CF,销售商品、提供劳务收到的现金,2,"5,116,132,642.41","4,172,964,837.90",,,"销售商品、提供劳务收到的现金 5,116,132,642.41 4,172,964,837.90"
2018年报,2018年年度报告,CF,收到其他与经营活动有关的现金,2,"106,548,464.06","80,700,216.68",,,"收到其他与经营活动有关的现金 七、67（1） 106,548,464.06 80,700,216.68"
2018年报,2018年年度报告,CF,经营活动现金流入小计,2,"5,222,681,106.47","4,253,665,054.58",,,"经营活动现金流入小计 5,222,681,106.47 4,253,665,054.58"
2018年报,2018年年度报告,CF,购买商品、接受劳务支付的现金,2,"3,429,927,926.59","2,399,627,322.84",,,"购买商品、接受劳务支付的现金 3,429,927,926.59 2,399,627,322.84"
2018年报,2018年年度报告,CF,支付给职工以及为职工支付的现金,2,"512,254,971.02","419,159,535.38",,,"支付给职工以及为职工支付的现金 512,254,971.02 419,159,535.38"
2018年报,2018年年度报告,CF,支付的各项税费,2,"332,780,228.24","261,045,608.82",,,"支付的各项税费 332,780,228.24 261,045,608.82"
2018年报,2018年年度报告,CF,支付其他与经营活动有关的现金,2,"264,979,678.16","246,484,531.66",,,"支付其他与经营活动有关的现金 七、67（2） 264,979,678.16 246,484,531.66"
2018年报,2018年年度报告,CF,经营活动现金流出小计,2,"4,539,942,804.01","3,326,316,998.70",,,"经营活动现金流出小计 4,539,942,804.01 3,326,316,998.70"
2018年报,2018年年度报告,CF,经营活动产生的现金流量净额,2,"682,738,302.46","927,348,055.88",,,"经营活动产生的现金流量净额 682,738,302.46 927,348,055.88"
2018年报,2018年年度报告,CF,收回投资收到的现金,2,"5,929,000,000.00","1,996,000,000.00",,,"收回投资收到的现金 5,929,000,000.00 1,996,000,000.00"
2018年报,2018年年度报告,CF,取得投资收益收到的现金,2,"109,494,855.64","57,909,462.20",,,"取得投资收益收到的现金 109,494,855.64 57,909,462.20"
2018年报,2018年年度报告,CF,回的现金净额,2,"692,728.33","8,209,042.95",,,"回的现金净额 692,728.33 8,209,042.95"
2018年报,2018年年度报告,CF,收到其他与投资活动有关的现金,2,"7,610,000.00","168,000.00",,,"收到其他与投资活动有关的现金 七、67（3） 7,610,000.00 168,000.00"
2018年报,2018年年度报告,CF,投资活动现金流入小计,2,"6,046,797,583.97","2,062,286,505.15",,,"投资活动现金流入小计 6,046,797,583.97 2,062,286,505.15"
2018年报,2018年年度报告,CF,购建固定资产、无形资产和其他长期资产支付的现金,2,"316,552,764.60","515,742,417.69",,,"316,552,764.60 515,742,417.69"
2018年报,2018年年度报告,CF,投资支付的现金,2,"5,822,000,000.00","2,388,000,000.00",,,"投资支付的现金 5,822,000,000.00 2,388,000,000.00"
2018年报,2018年年度报告,CF,支付其他与投资活动有关的现金,1,"3,700,000.00",,,,"支付其他与投资活动有关的现金 七、67（4） 3,700,000.00"
2018年报,2018年年度报告,CF,投资活动现金流出小计,2,"6,138,552,764.60","2,907,442,417.69",,,"投资活动现金流出小计 6,138,552,764.60 2,907,442,417.69"
2018年报,2018年年度报告,CF,投资活动产生的现金流量净额,2,"-91,755,180.63","-845,155,912.54",,,"投资活动产生的现金流量净额 -91,755,180.63 -845,155,912.54"
2018年报,2018年年度报告,CF,取得借款收到的现金,2,"400,000,000.00","400,000,000.00",,,"取得借款收到的现金 400,000,000.00 400,000,000.00"
2018年报,2018年年度报告,CF,筹资活动现金流入小计,2,"400,000,000.00","400,000,000.00",,,"筹资活动现金流入小计 400,000,000.00 400,000,000.00"
2018年报,2018年年度报告,CF,偿还债务支付的现金,1,"500,000,000.00",,,,"偿还债务支付的现金 500,000,000.00"
2018年报,2018年年度报告,CF,分配股利、利润或偿付利息支付的现金,2,"281,539,673.57","212,289,150.55",,,"分配股利、利润或偿付利息支付的现金 281,539,673.57 212,289,150.55"
2018年报,2018年年度报告,CF,其中：子公司支付给少数股东的股利、利润,1,"955,252.94",,,,"其中：子公司支付给少数股东的股利、利润 955,252.94"
2018年报,2018年年度报告,CF,支付其他与筹资活动有关的现金,2,"3,597,099.45","3,033,952.56",,,"支付其他与筹资活动有关的现金 七、67（6） 3,597,099.45 3,033,952.56"
2018年报,2018年年度报告,CF,筹资活动现金流出小计,2,"785,136,773.02","215,323,103.11",,,"筹资活动现金流出小计 785,136,773.02 215,323,103.11"
2018年报,2018年年度报告,CF,筹资活动产生的现金流量净额,2,"-385,136,773.02","184,676,896.89",,,"筹资活动产生的现金流量净额 -385,136,773.02 184,676,896.89"
2018年报,2018年年度报告,CF,汇率变动对现金及现金等价物的影响,2,"762,358.89","1,730,057.58",,,"四、汇率变动对现金及现金等价物的影响 762,358.89 1,730,057.58"
2018年报,2018年年度报告,CF,现金及现金等价物净增加额,2,"206,608,707.70","268,599,097.81",,,"五、现金及现金等价物净增加额 206,608,707.70 268,599,097.81"
2018年报,2018年年度报告,CF,加：期初现金及现金等价物余额,2,"453,640,947.78","185,041,849.97",,,"加：期初现金及现金等价物余额 453,640,947.78 185,041,849.97"
2018年报,2018年年度报告,CF,期末现金及现金等价物余额,2,"660,249,655.48","453,640,947.78",,,"六、期末现金及现金等价物余额 660,249,655.48 453,640,947.78"
2019年报,2019年年度报告,BS,日流动资产,3,2018,12,31,,2018 年 12 月 31
2019年报,2019年年度报告,BS,货币资金,2,"1,256,763,100.71","801,763,765.14",,,"货币资金 七、1 1,256,763,100.71 801,763,765.14"
2019年报,2019年年度报告,BS,交易性金融资产,1,"1,772,631,270.77",,,,"交易性金融资产 七、2 1,772,631,270.77"
2019年报,2019年年度报告,BS,应收票据,2,"792,450,098.18","422,680,002.22",,,"应收票据 七、4 792,450,098.18 422,680,002.22"
2019年报,2019年年度报告,BS,应收账款,2,"909,684,702.14","582,177,707.25",,,"应收账款 七、5 909,684,702.14 582,177,707.25"
2019年报,2019年年度报告,BS,预付款项,2,"72,885,030.39","137,221,105.54",,,"预付款项 七、7 72,885,030.39 137,221,105.54"
2019年报,2019年年度报告,BS,其他应收款,2,"3,270,394.77","51,362,905.91",,,"其他应收款 七、8 3,270,394.77 51,362,905.91"
2019年报,2019年年度报告,BS,其中：应收利息,1,"22,753,889.87",,,,"其中：应收利息 22,753,889.87"
2019年报,2019年年度报告,BS,存货,2,"1,503,821,450.92","1,316,705,549.44",,,"存货 七、9 1,503,821,450.92 1,316,705,549.44"
2019年报,2019年年度报告,BS,其他流动资产,2,"29,471,391.65","2,312,679,815.12",,,"其他流动资产 七、12 29,471,391.65 2,312,679,815.12"
2019年报,2019年年度报告,BS,流动资产合计,2,"6,340,977,439.53","5,624,590,850.62",,,"流动资产合计 6,340,977,439.53 5,624,590,850.62"
2019年报,2019年年度报告,BS,可供出售金融资产,1,"1,000,000.00",,,,"可供出售金融资产 1,000,000.00"
2019年报,2019年年度报告,BS,其他权益工具投资,1,"1,000,000.00",,,,"其他权益工具投资 七、17 1,000,000.00"
2019年报,2019年年度报告,BS,固定资产,2,"1,213,579,182.38","1,035,091,137.30",,,"固定资产 七、20 1,213,579,182.38 1,035,091,137.30"
2019年报,2019年年度报告,BS,在建工程,2,"510,367,119.64","161,419,216.53",,,"在建工程 七、21 510,367,119.64 161,419,216.53"
2019年报,2019年年度报告,BS,无形资产,2,"386,104,565.43","359,582,094.34",,,"无形资产 七、25 386,104,565.43 359,582,094.34"
2019年报,2019年年度报告,BS,长期待摊费用,2,"81,238,954.18","45,919,742.27",,,"长期待摊费用 七、28 81,238,954.18 45,919,742.27"
2019年报,2019年年度报告,BS,递延所得税资产,2,"20,977,314.11","20,915,362.22",,,"递延所得税资产 七、29 20,977,314.11 20,915,362.22"
2019年报,2019年年度报告,BS,非流动资产合计,2,"2,213,267,135.74","1,623,927,552.66",,,"非流动资产合计 2,213,267,135.74 1,623,927,552.66"
2019年报,2019年年度报告,BS,资产总计,2,"8,554,244,575.27","7,248,518,403.28",,,"资产总计 8,554,244,575.27 7,248,518,403.28"
2019年报,2019年年度报告,BS,短期借款,2,"211,239,250.00","300,000,000.00",,,"短期借款 七、31 211,239,250.00 300,000,000.00"
2019年报,2019年年度报告,BS,应付票据,2,"1,176,755,686.97","1,030,512,237.06",,,"应付票据 七、34 1,176,755,686.97 1,030,512,237.06"
2019年报,2019年年度报告,BS,应付账款,2,"1,851,628,598.75","1,226,329,643.74",,,"应付账款 七、35 1,851,628,598.75 1,226,329,643.74"
2019年报,2019年年度报告,BS,预收款项,2,"1,925,642.93","97,608.83",,,"预收款项 七、36 1,925,642.93 97,608.83"
2019年报,2019年年度报告,BS,应付职工薪酬,2,"78,801,961.46","72,309,115.32",,,"应付职工薪酬 七、37 78,801,961.46 72,309,115.32"
2019年报,2019年年度报告,BS,应交税费,2,"69,244,489.99","34,258,952.58",,,"应交税费 七、38 69,244,489.99 34,258,952.58"
2019年报,2019年年度报告,BS,其他应付款,2,"5,609,990.16","2,930,416.05",,,"其他应付款 七、39 5,609,990.16 2,930,416.05"
2019年报,2019年年度报告,BS,其中：应付利息,1,"379,624.99",,,,"其中：应付利息 379,624.99"
2019年报,2019年年度报告,BS,其他流动负债,2,"24,453,278.62","31,033,571.94",,,"其他流动负债 七、42 24,453,278.62 31,033,571.94"
2019年报,2019年年度报告,BS,流动负债合计,2,"3,419,658,898.88","2,697,471,545.52",,,"流动负债合计 3,419,658,898.88 2,697,471,545.52"
2019年报,2019年年度报告,BS,长期应付款,2,"217,642,998.89","165,952,095.70",,,"长期应付款 七、46 217,642,998.89 165,952,095.70"
2019年报,2019年年度报告,BS,预计负债,2,"12,297,039.88","7,523,043.13",,,"预计负债 七、48 12,297,039.88 7,523,043.13"
2019年报,2019年年度报告,BS,递延所得税负债,2,"19,385,760.76","8,202,700.08",,,"递延所得税负债 七、29 19,385,760.76 8,202,700.08"
2019年报,2019年年度报告,BS,非流动负债合计,2,"249,325,799.53","181,677,838.91",,,"非流动负债合计 249,325,799.53 181,677,838.91"
2019年报,2019年年度报告,BS,负债合计,2,"3,668,984,698.41","2,879,149,384.43",,,"负债合计 3,668,984,698.41 2,879,149,384.43"
2019年报,2019年年度报告,BS,实收资本（或股本）,2,"276,155,232.00","276,155,232.00",,,"实收资本（或股本） 七、51 276,155,232.00 276,155,232.00"
2019年报,2019年年度报告,BS,资本公积,2,"2,659,384,213.12","2,659,380,743.67",,,"资本公积 七、53 2,659,384,213.12 2,659,380,743.67"
2019年报,2019年年度报告,BS,其他综合收益,2,"1,143,684.68","813,171.70",,,"其他综合收益 七、55 1,143,684.68 813,171.70"
2019年报,2019年年度报告,BS,盈余公积,2,"179,346,065.82","179,346,065.82",,,"盈余公积 七、57 179,346,065.82 179,346,065.82"
2019年报,2019年年度报告,BS,未分配利润,2,"1,769,230,681.24","1,252,712,484.08",,,"未分配利润 七、58 1,769,230,681.24 1,252,712,484.08"
2019年报,2019年年度报告,BS,归属于母公司所有者权益（或股东权益）合计,2,"4,885,259,876.86","4,368,407,697.27",,,"4,885,259,876.86 4,368,407,697.27"
2019年报,2019年年度报告,BS,少数股东权益,1,"961,321.58",,,,"少数股东权益 961,321.58"
2019年报,2019年年度报告,BS,所有者权益（或股东权益）合计,2,"4,885,259,876.86","4,369,369,018.85",,,"所有者权益（或股东权益）合计 4,885,259,876.86 4,369,369,018.85"
2019年报,2019年年度报告,BS,负债和所有者权益（或股东权益）总计,2,"8,554,244,575.27","7,248,518,403.28",,,"负债和所有者权益（或股东权益）总计 8,554,244,575.27 7,248,518,403.28"
2019年报,2019年年度报告,IS,营业总收入,2,"6,091,798,416.53","5,074,067,280.91",,,"一、营业总收入 七、59 6,091,798,416.53 5,074,067,280.91"
2019年报,2019年年度报告,IS,其中：营业收入,2,"6,091,798,416.53","5,074,067,280.91",,,"其中：营业收入 七、59 6,091,798,416.53 5,074,067,280.91"
2019年报,2019年年度报告,IS,营业总成本,2,"5,189,609,914.94","4,420,970,441.30",,,"二、营业总成本 七、59 5,189,609,914.94 4,420,970,441.30"
2019年报,2019年年度报告,IS,其中：营业成本,2,"4,627,673,539.15","3,929,541,398.72",,,"其中：营业成本 七、59 4,627,673,539.15 3,929,541,398.72"
2019年报,2019年年度报告,IS,税金及附加,2,"33,064,207.69","33,413,763.14",,,"税金及附加 七、60 33,064,207.69 33,413,763.14"
2019年报,2019年年度报告,IS,销售费用,2,"139,762,325.29","144,824,533.41",,,"销售费用 七、61 139,762,325.29 144,824,533.41"
2019年报,2019年年度报告,IS,管理费用,2,"155,009,762.98","130,929,411.83",,,"管理费用 七、62 155,009,762.98 130,929,411.83"
2019年报,2019年年度报告,IS,研发费用,2,"230,009,872.03","180,581,770.71",,,"研发费用 七、63 230,009,872.03 180,581,770.71"
2019年报,2019年年度报告,IS,财务费用,2,"4,090,207.80","1,679,563.49",,,"财务费用 七、64 4,090,207.80 1,679,563.49"
2019年报,2019年年度报告,IS,其中：利息费用,2,"16,551,242.28","17,326,785.79",,,"其中：利息费用 16,551,242.28 17,326,785.79"
2019年报,2019年年度报告,IS,利息收入,2,"14,822,209.13","15,942,882.92",,,"利息收入 14,822,209.13 15,942,882.92"
2019年报,2019年年度报告,IS,加：其他收益,2,"18,933,363.47","13,245,368.96",,,"加：其他收益 七、65 18,933,363.47 13,245,368.96"
2019年报,2019年年度报告,IS,投资收益（损失以“－”号填列）,2,"2,046,225.00","97,689,531.77",,,"投资收益（损失以“－”号填列） 七、66 2,046,225.00 97,689,531.77"
2019年报,2019年年度报告,IS,公允价值变动收益（损失以“－”号填列）,1,"76,046,576.75",,,,"公允价值变动收益（损失以“－”号填列） 七、68 76,046,576.75"
2019年报,2019年年度报告,IS,信用减值损失（损失以“-”号填列）,1,"-41,199,861.46",,,,"信用减值损失（损失以“-”号填列） 七、69 -41,199,861.46"
2019年报,2019年年度报告,IS,资产减值损失（损失以“-”号填列）,2,"-7,822,449.79","-44,361,393.67",,,"资产减值损失（损失以“-”号填列） 七、70 -7,822,449.79 -44,361,393.67"
2019年报,2019年年度报告,IS,资产处置收益（损失以“－”号填列）,2,"-2,158,737.14","-1,870,851.31",,,"资产处置收益（损失以“－”号填列） 七、71 -2,158,737.14 -1,870,851.31"
2019年报,2019年年度报告,IS,营业利润（亏损以“－”号填列）,2,"948,033,618.42","717,799,495.36",,,"三、营业利润（亏损以“－”号填列） 948,033,618.42 717,799,495.36"
2019年报,2019年年度报告,IS,加：营业外收入,2,"5,823,886.60","1,755,062.69",,,"加：营业外收入 七、72 5,823,886.60 1,755,062.69"
2019年报,2019年年度报告,IS,减：营业外支出,2,"5,546,531.90","3,660,574.29",,,"减：营业外支出 七、73 5,546,531.90 3,660,574.29"
2019年报,2019年年度报告,IS,利润总额（亏损总额以“－”号填列）,2,"948,310,973.12","715,893,983.76",,,"四、利润总额（亏损总额以“－”号填列） 948,310,973.12 715,893,983.76"
2019年报,2019年年度报告,IS,减：所得税费用,2,"158,780,698.82","107,623,766.37",,,"减：所得税费用 七、74 158,780,698.82 107,623,766.37"
2019年报,2019年年度报告,IS,净利润（净亏损以“－”号填列）,2,"789,530,274.30","608,270,217.39",,,"五、净利润（净亏损以“－”号填列） 789,530,274.30 608,270,217.39"
2019年报,2019年年度报告,IS,持续经营净利润（净亏损以“－”号填列）,2,"789,530,274.30","608,270,217.39",,,"1.持续经营净利润（净亏损以“－”号填列） 789,530,274.30 608,270,217.39"
2019年报,2019年年度报告,IS,“-”号填列）,2,"789,911,876.84","610,536,603.65",,,"“-”号填列） 789,911,876.84 610,536,603.65"
2019年报,2019年年度报告,IS,少数股东损益（净亏损以“-”号填列）,2,"-381,602.54","-2,266,386.26",,,"2.少数股东损益（净亏损以“-”号填列） -381,602.54 -2,266,386.26"
2019年报,2019年年度报告,IS,其他综合收益的税后净额,2,"223,764.52","1,015,484.04",,,"六、其他综合收益的税后净额 223,764.52 1,015,484.04"
2019年报,2019年年度报告,IS,税后净额,2,"255,010.75","896,074.11",,,"税后净额 255,010.75 896,074.11"
2019年报,2019年年度报告,IS,将重分类进损益的其他综合收益,2,"255,010.75","896,074.11",,,"2．将重分类进损益的其他综合收益 255,010.75 896,074.11"
2019年报,2019年年度报告,IS,外币财务报表折算差额,2,"255,010.75","896,074.11",,,"（8）外币财务报表折算差额 255,010.75 896,074.11"
2019年报,2019年年度报告,IS,后净额,2,"-31,246.23","119,409.93",,,"后净额 -31,246.23 119,409.93"
2019年报,2019年年度报告,IS,综合收益总额,2,"789,754,038.82","609,285,701.43",,,"七、综合收益总额 789,754,038.82 609,285,701.43"
2019年报,2019年年度报告,IS,归属于母公司所有者的综合收益总额,2,"790,166,887.59","611,432,677.76",,,"（一）归属于母公司所有者的综合收益总额 790,166,887.59 611,432,677.76"
2019年报,2019年年度报告,IS,归属于少数股东的综合收益总额,2,"-412,848.77","-2,146,976.33",,,"（二）归属于少数股东的综合收益总额 -412,848.77 -2,146,976.33"
2019年报,2019年年度报告,IS,基本每股收益(元/股),2,2.8604,2.2108,,,（一）基本每股收益(元/股) 2.8604 2.2108
2019年报,2019年年度报告,IS,稀释每股收益(元/股),2,2.8604,2.2108,,,（二）稀释每股收益(元/股) 2.8604 2.2108
2019年报,2019年年度报告,CF,销售商品、提供劳务收到的现金,2,"5,718,840,586.50","5,116,132,642.41",,,"销售商品、提供劳务收到的现金 5,718,840,586.50 5,116,132,642.41"
2019年报,2019年年度报告,CF,收到的税费返还,1,"5,289,277.67",,,,"收到的税费返还 5,289,277.67"
2019年报,2019年年度报告,CF,收到其他与经营活动有关的现金,2,"91,445,362.55","106,548,464.06",,,"收到其他与经营活动有关的现金 七、76(1) 91,445,362.55 106,548,464.06"
2019年报,2019年年度报告,CF,经营活动现金流入小计,2,"5,815,575,226.72","5,222,681,106.47",,,"经营活动现金流入小计 5,815,575,226.72 5,222,681,106.47"
2019年报,2019年年度报告,CF,购买商品、接受劳务支付的现金,2,"3,598,455,032.64","3,429,927,926.59",,,"购买商品、接受劳务支付的现金 3,598,455,032.64 3,429,927,926.59"
2019年报,2019年年度报告,CF,支付给职工及为职工支付的现金,2,"561,906,996.28","512,254,971.02",,,"支付给职工及为职工支付的现金 561,906,996.28 512,254,971.02"
2019年报,2019年年度报告,CF,支付的各项税费,2,"316,497,413.56","332,780,228.24",,,"支付的各项税费 316,497,413.56 332,780,228.24"
2019年报,2019年年度报告,CF,支付其他与经营活动有关的现金,2,"258,714,246.27","264,979,678.16",,,"支付其他与经营活动有关的现金 七、76(2) 258,714,246.27 264,979,678.16"
2019年报,2019年年度报告,CF,经营活动现金流出小计,2,"4,735,573,688.75","4,539,942,804.01",,,"经营活动现金流出小计 4,735,573,688.75 4,539,942,804.01"
2019年报,2019年年度报告,CF,经营活动产生的现金流量净额,2,"1,080,001,537.97","682,738,302.46",,,"经营活动产生的现金流量净额 1,080,001,537.97 682,738,302.46"
2019年报,2019年年度报告,CF,收回投资收到的现金,2,"7,401,000,000.00","5,929,000,000.00",,,"收回投资收到的现金 7,401,000,000.00 5,929,000,000.00"
2019年报,2019年年度报告,CF,取得投资收益收到的现金,2,"89,728,583.45","109,494,855.64",,,"取得投资收益收到的现金 89,728,583.45 109,494,855.64"
2019年报,2019年年度报告,CF,回的现金净额,2,"3,332,364.94","692,728.33",,,"回的现金净额 3,332,364.94 692,728.33"
2019年报,2019年年度报告,CF,收到其他与投资活动有关的现金,1,"7,610,000.00",,,,"收到其他与投资活动有关的现金 七、76(3) 7,610,000.00"
2019年报,2019年年度报告,CF,投资活动现金流入小计,2,"7,494,060,948.39","6,046,797,583.97",,,"投资活动现金流入小计 7,494,060,948.39 6,046,797,583.97"
2019年报,2019年年度报告,CF,付的现金,2,"817,549,082.23","316,552,764.60",,,"付的现金 817,549,082.23 316,552,764.60"
2019年报,2019年年度报告,CF,投资支付的现金,2,"6,880,137,439.21","5,822,000,000.00",,,"投资支付的现金 6,880,137,439.21 5,822,000,000.00"
2019年报,2019年年度报告,CF,投资活动现金流出小计,2,"7,697,686,521.44","6,138,552,764.60",,,"投资活动现金流出小计 7,697,686,521.44 6,138,552,764.60"
2019年报,2019年年度报告,CF,投资活动产生的现金流量净额,2,"-203,625,573.05","-91,755,180.63",,,"投资活动产生的现金流量净额 -203,625,573.05 -91,755,180.63"
2019年报,2019年年度报告,CF,取得借款收到的现金,2,"411,000,000.00","400,000,000.00",,,"取得借款收到的现金 411,000,000.00 400,000,000.00"
2019年报,2019年年度报告,CF,筹资活动现金流入小计,2,"411,000,000.00","400,000,000.00",,,"筹资活动现金流入小计 411,000,000.00 400,000,000.00"
2019年报,2019年年度报告,CF,偿还债务支付的现金,2,"500,000,000.00","500,000,000.00",,,"偿还债务支付的现金 500,000,000.00 500,000,000.00"
2019年报,2019年年度报告,CF,分配股利、利润或偿付利息支付的现金,2,"288,763,679.71","281,539,673.57",,,"分配股利、利润或偿付利息支付的现金 288,763,679.71 281,539,673.57"
2019年报,2019年年度报告,CF,支付其他与筹资活动有关的现金,2,"268,205.19","3,597,099.45",,,"支付其他与筹资活动有关的现金 七、76(6) 268,205.19 3,597,099.45"
2019年报,2019年年度报告,CF,筹资活动现金流出小计,2,"789,031,884.90","785,136,773.02",,,"筹资活动现金流出小计 789,031,884.90 785,136,773.02"
2019年报,2019年年度报告,CF,筹资活动产生的现金流量净额,2,"-378,031,884.90","-385,136,773.02",,,"筹资活动产生的现金流量净额 -378,031,884.90 -385,136,773.02"
2019年报,2019年年度报告,CF,汇率变动对现金及现金等价物的影响,2,-469.70,"762,358.89",,,"四、汇率变动对现金及现金等价物的影响 -469.70 762,358.89"
2019年报,2019年年度报告,CF,现金及现金等价物净增加额,2,"498,343,610.32","206,608,707.70",,,"五、现金及现金等价物净增加额 498,343,610.32 206,608,707.70"
